Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 10255 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 2 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 125000000000000000 1.752e+21 2000000000000000000 1.593e+21 73333333333333330 1.279e+21 125000000000000000 1.584e+21 73333333333333330 1.367e+21
2 10265 0 0 2 150000000000000000000 1 0 0 2 200000000000000000000 2 2e+22 4 200000000000000000000 10261 2 200000000000000000000 2 1e+22 4 200000000000000000000 10263 1 100000000000000000000 2 5e+21 4 100000000000000000000 10262 0 0 2 1e+22 1 0 0 6 0 0 1 1 1 2 1 3 0 4 0 0 0 1 1 1 2 1 3 0 4 4 0 0 1 1 1 2 1 3 0 4 2 0 0 1 1 1 2 1 3 0 4 2 0 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 1000000000000000000 1.652e+21 500000000000000000 1.513e+21 8148148148148148 1.179e+21 13888888888888888 1.484e+21 13888888888888888 1.267e+21
3 10299 1 100000000000000000000 2 150000000000000000000 4 100000000000000000000 10287 4 400000000000000000000 2 2e+22 4 400000000000000000000 10261 3 300000000000000000000 2 1e+22 4 300000000000000000000 10263 2 200000000000000000000 2 4.98e+21 4 200000000000000000000 10262 0 0 2 1e+22 1 0 0 2 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 2 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 0 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 1923076923076923.2 1.5674999999999999e+21 2619047619047619 1.448e+21 1923076923076923.2 1.079e+21 222222222222222240 1.3845e+21 250000000000000000 1.167e+21
4 10329 2 200000000000000000000 2 150000000000000000000 4 300000000000000000000 10287 6 600000000000000000000 2 1.9999e+22 4 1.359375e+21 10261 4 400000000000000000000 2 1e+22 4 420012000000000000000 10263 3 300000000000000000000 2 4.93e+21 4 300000000000000000000 10262 0 0 2 1e+22 1 0 0 6 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 2 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 71428571428571430 1.4874999999999999e+21 71428571428571430 1.3746666666666668e+21 71428571428571430 979000000000000000000 576036866359447 1.2981275862068966e+21 1128205128205128.2 1.0738137931034482e+21
5 10359 2 200000000000000000000 2 136666666666666670000 4 300000000000000000000 10287 7 700000000000000000000 2 1.9998558620689654e+22 4 1.459375e+21 10261 5 500000000000000000000 2 1e+22 4 520013000000000000000 10263 6 600000000000000000000 2 4.876666666666666e+21 4 600000000000000000000 10262 0 0 2 1e+22 1 0 0 2 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 2 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 363372093023255.75 1.3993037116345468e+21 9216589861751152 1.2913333333333332e+21 9216589861751152 884137044967880100000 363372093023255.75 1.2082646311747768e+21 9216589861751152 980617504737995000000
6 10389 2 200000000000000000000 2 126666666666666670000 4 300000000000000000000 10287 9 900000000000000000000 2 1.9998010440818134e+22 4 4.222265625e+21 10261 5 500000000000000000000 2 1e+22 4 520013000000000000000 10263 9 900000000000000000000 2 4.836666666666666e+21 4 900000000000000000000 10262 0 0 2 1e+22 1 0 0 2 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 171232876712328.78 1.3130914810859298e+21 582010582010582 1.2135555555555557e+21 2739726027397260.5 794137044967880100000 2739726027397260.5 1.1150260337097013e+21 2739726027397260.5 898442650449901800000
7 10419 2 200000000000000000000 2 106666666666666670000 4 300000000000000000000 10287 10 1e+21 2 1.9997413900897697e+22 4 1.008876953125e+22 10261 6 600000000000000000000 2 1e+22 4 620013100000000000000 10263 12 1.2e+21 2 4.786666666666667e+21 4 1.2e+21 10262 0 0 2 1e+22 1 0 0 2 1 0 1 1 1 2 1 3 0 4 2 1 0 1 1 1 2 1 3 0 4 6 1 0 1 1 1 2 1 3 0 4 0 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 124875124875124.88 1.2232816678073192e+21 124875124875124.88 1.1318888888888889e+21 1156737998843262 708269738138398800000 55555555555555560 1.0234188391122638e+21 337941628264208.94 815055519597343900000
8 10449 3 300000000000000000000 2 96666666666666670000 4 400000000000000000000 10287 12 1.2e+21 2 1.9997144418084004e+22 4 3.19131591796875e+22 10261 7 700000000000000000000 2 9.996774261705115e+21 4 720013110000000000000 10263 13 1.3e+21 2 4.7325e+21 4 1.3e+21 10262 0 0 2 1e+22 1 0 0 8 1 0 1 1 1 2 1 3 0 4 0 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 2 1 0 1 1 1 2 1 3 0 4 4 1 0 1 1 1 2 1 3 0 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 -2.0003998e+23 1.1327331776802271e+21 17857142857142858 1.0507350427350427e+21 213178294573643.4 625818714899494000000 72296124927703.88 932668409364787800000 213178294573643.4 734292555835364700000
9 10479 4 400000000000000000000 2 81666666666666670000 4 500000000000000000000 10287 13 1.3e+21 2 1.999689234240561e+22 4 3.20131591796875e+22 10261 9 900000000000000000000 2 9.995385398105119e+21 4 920013110100000000000 10263 13 1.3e+21 2 4.674807692307692e+21 4 1.3e+21 10262 1 100000000000000000000 2 1e+22 4 100000000000000000000 10475 4 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 100456621004566.22 1.0425030623717863e+21 56869881710646.04 968702484965321900000 56869881710646.04 544286500791936600000 100456621004566.22 845917920888269600000 56869881710646.04 649068034035499800000
10 10514 4 400000000000000000000 2 71666666666666660000 4 500000000000000000000 10287 16 1.6e+21 2 1.9995505161078347e+22 4 1.2719016876220703e+23 10261 11 1.1e+21 2 9.99408093843294e+21 4 1.12001311011e+21 10263 13 1.3e+21 2 4.613269230769231e+21 4 1.3e+21 10262 1 100000000000000000000 2 1e+22 4 100000000000000000000 10475 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 55055055055055.06 953559084574161900000 55055055055055.06 892856331119168000000 7692307692307693 465826534778976100000 30510129362948.5 760695013900390100000 -2.0001999e+23 568731692873455440000
