Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 27341 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 8 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 -2.0003998e+23 1.752e+21 2000000000000000000 1.593e+21 2000000000000000000 1.279e+21 2000000000000000000 1.584e+21 -2.0003998e+23 1.367e+21
2 27351 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 3 300000000000000000000 2 5e+21 4 300000000000000000000 27348 2 200000000000000000000 2 1e+22 4 200000000000000000000 27347 0 0 0 0 1 0 2 1 3 1 4 6 0 0 0 1 0 2 1 3 1 4 0 0 0 0 1 0 2 1 3 1 4 8 0 0 0 1 0 2 1 3 1 4 8 0 0 0 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 500000000000000000 1.652e+21 71428571428571430 1.4963333333333332e+21 500000000000000000 1.1823333333333332e+21 -2.0000444222222222e+23 1.4906666666666668e+21 -2.0000444222222222e+23 1.267e+21
3 27371 2 200000000000000000000 2 150000000000000000000 4 200000000000000000000 27367 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 4 400000000000000000000 2 4.986666666666667e+21 4 400000000000000000000 27348 4 400000000000000000000 2 1e+22 4 400000000000000000000 27347 0 1 0 0 1 0 2 1 3 1 4 6 1 0 0 1 0 2 1 3 1 4 0 1 0 0 1 0 2 1 3 1 4 0 1 0 0 1 0 2 1 3 1 4 6 1 0 0 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 55555555555555560 1.552e+21 30769230769230772 1.4088333333333334e+21 55555555555555560 1.0948333333333334e+21 55555555555555560 1.4031666666666666e+21 30769230769230772 1.167e+21
4 27396 5 500000000000000000000 2 150000000000000000000 4 500000000000000000000 27367 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 6 600000000000000000000 2 4.949166666666666e+21 4 600000000000000000000 27348 4 400000000000000000000 2 1e+22 4 400000000000000000000 27347 6 1 0 0 1 0 2 1 3 1 4 2 1 0 0 1 0 2 1 3 1 4 6 1 0 0 1 0 2 1 3 1 4 2 1 0 0 1 0 2 1 3 1 4 0 1 0 0 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 9216589861751152 1.454e+21 125000000000000000 1.3271666666666666e+21 9216589861751152 1.0051666666666666e+21 125000000000000000 1.3114999999999999e+21 3968253968253968 1.072e+21
5 27421 6 600000000000000000000 2 146000000000000000000 4 600000000000000000000 27367 2 200000000000000000000 2 2e+22 4 200000000000000000000 27418 0 0 2 1e+22 1 0 0 8 800000000000000000000 2 4.909166666666666e+21 4 800000000000000000000 27348 4 400000000000000000000 2 1e+22 4 400000000000000000000 27347 2 1 0 1 1 0 2 1 3 1 4 2 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 13888888888888888 1.3585833333333334e+21 13888888888888888 1.2496666666666668e+21 3898635477582846.5 921416666666666700000 3898635477582846.5 1.2210833333333333e+21 3898635477582846.5 981166666666666600000
6 27451 6 600000000000000000000 2 132666666666666670000 4 600000000000000000000 27367 4 400000000000000000000 2 2e+22 4 400000000000000000000 27418 0 0 2 1e+22 1 0 0 11 1.1e+21 2 4.860416666666667e+21 4 1.1e+21 27348 4 400000000000000000000 2 1e+22 4 400000000000000000000 27347 0 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 4 1 0 1 1 0 2 1 3 1 4 8 1 0 1 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 2304147465437788 1.2707045454545454e+21 1501501501501501.5 1.166530303030303e+21 1501501501501501.5 840053030303030300000 73333333333333330 1.1314318181818182e+21 -2.000006150769231e+23 891924242424242400000
7 27481 7 700000000000000000000 2 117666666666666670000 4 700000000000000000000 27367 4 400000000000000000000 2 1.9999e+22 4 400000000000000000000 27418 1 100000000000000000000 2 1e+22 4 100000000000000000000 27480 13 1.3e+21 2 4.807689393939394e+21 4 1.3e+21 27348 5 500000000000000000000 2 1e+22 4 500000000000000000000 27347 2 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 1923076923076923.2 1.178177072927073e+21 909918107370336.6 1.0824149184149184e+21 36666666666666664 761921162171162200000 36666666666666664 1.0455581918081918e+21 -2.000003173015873e+23 805550616050616100000
8 27516 7 700000000000000000000 2 103380952380952380000 4 700000000000000000000 27367 5 500000000000000000000 2 1.9998e+22 4 500000000000000000000 27418 3 300000000000000000000 2 1e+22 4 300000000000000000000 27480 14 1.4e+21 2 4.749997086247086e+21 4 1.4e+21 27348 6 600000000000000000000 2 1e+22 4 600000000000000000000 27347 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 -2.0000018423963136e+23 1.0921485014985015e+21 1453488372093023.2 1.0042434898434898e+21 1453488372093023.2 686206876456876500000 1453488372093023.2 958415334665334700000 728597449908925.2 718407758907758900000
9 27551 10 1e+21 2 84809523809523810000 4 1e+21 27367 5 500000000000000000000 2 1.99972e+22 4 500000000000000000000 27418 3 300000000000000000000 2 1e+22 4 300000000000000000000 27480 15 1.5e+21 2 4.6835685148185146e+21 4 1.5e+21 27348 7 700000000000000000000 2 1e+22 4 700000000000000000000 27347 2 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 992063492063492.1 1.0026151681651682e+21 992063492063492.1 928376823176823200000 992063492063492.1 607873543123543100000 592417061611374.4 870148667998668000000 499500499500499.5 632074425574425600000
10 27586 11 1.1e+21 2 73809523809523810000 4 1.1e+21 27367 8 800000000000000000000 2 1.99952e+22 4 800000000000000000000 27418 3 300000000000000000000 2 1e+22 4 300000000000000000000 27480 16 1.6e+21 2 4.614901848151848e+21 4 1.6e+21 27348 7 700000000000000000000 2 1e+22 4 700000000000000000000 27347 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 -2.0000011622093025e+23 911785622710622700000 488162069807176 852570004995005000000 488162069807176 530828088578088570000 243664717348927.88 784375940725940700000 2619047619047619 547926698301698300000
