Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 9844 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 8 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 -2.0003998e+23 1.752e+21 2000000000000000000 1.593e+21 73333333333333330 1.279e+21 125000000000000000 1.584e+21 125000000000000000 1.367e+21
2 9854 0 0 2 150000000000000000000 1 0 0 2 200000000000000000000 2 2e+22 4 200000000000000000000 9853 1 100000000000000000000 2 1e+22 4 100000000000000000000 9852 1 100000000000000000000 2 5e+21 4 100000000000000000000 9851 1 100000000000000000000 2 1e+22 4 100000000000000000000 9850 8 0 0 1 1 1 2 1 3 1 4 8 0 0 1 1 1 2 1 3 1 4 8 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 -2.0001999e+23 1.652e+21 -2.0001999e+23 1.513e+21 -2.0001999e+23 1.179e+21 1000000000000000000 1.484e+21 1000000000000000000 1.267e+21
3 9893 0 0 2 150000000000000000000 1 0 0 2 200000000000000000000 2 2e+22 4 200000000000000000000 9853 1 100000000000000000000 2 1e+22 4 100000000000000000000 9852 3 300000000000000000000 2 4.98e+21 4 300000000000000000000 9851 4 400000000000000000000 2 1e+22 4 400000000000000000000 9850 2 0 0 1 1 1 2 1 3 1 4 0 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 2 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 13888888888888888 1.552e+21 500000000000000000 1.4396666666666668e+21 71428571428571430 1.079e+21 13888888888888888 1.4016666666666668e+21 71428571428571430 1.188e+21
4 9923 1 100000000000000000000 2 150000000000000000000 4 200000000000000000000 9920 4 400000000000000000000 2 1.9998e+22 4 1.525e+21 9853 1 100000000000000000000 2 1e+22 4 100000000000000000000 9852 5 500000000000000000000 2 4.916666666666666e+21 4 500000000000000000000 9851 4 400000000000000000000 2 1e+22 4 400000000000000000000 9850 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 36666666666666664 1.452e+21 250000000000000000 1.3516666666666668e+21 -2.000006150769231e+23 985000000000000000000 250000000000000000 1.3157978142076502e+21 15873015873015872 1.1121311475409836e+21
5 9958 3 300000000000000000000 2 150000000000000000000 4 400000000000000000000 9920 4 400000000000000000000 2 1.9997737704918033e+22 4 1.525e+21 9853 2 200000000000000000000 2 1e+22 4 221200000000000000000 9852 6 600000000000000000000 2 4.860666666666666e+21 4 600000000000000000000 9851 5 500000000000000000000 2 1e+22 4 500000000000000000000 9850 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 9216589861751152 1.3536065573770491e+21 -2.000003173015873e+23 1.2733333333333332e+21 8148148148148148 896666666666666600000 9216589861751152 1.2302267759562842e+21 8148148148148148 1.0439289617486339e+21
6 9993 3 300000000000000000000 2 137500000000000000000 4 400000000000000000000 9920 4 400000000000000000000 2 1.9995737704918034e+22 4 1.525e+21 9853 4 400000000000000000000 2 1e+22 4 421210000000000000000 9852 8 800000000000000000000 2 4.794000000000001e+21 4 800000000000000000000 9851 6 600000000000000000000 2 1e+22 4 600000000000000000000 9850 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 1128205128205128.2 1.254856557377049e+21 3898635477582846.5 1.1970833333333333e+21 -2.0000018423963136e+23 807790779342054200000 3898635477582846.5 1.1467390710382513e+21 17857142857142858 970310109289617400000
7 10028 4 400000000000000000000 2 120000000000000000000 4 500000000000000000000 9920 4 400000000000000000000 2 1.9995344262295083e+22 4 1.525e+21 9853 5 500000000000000000000 2 9.997625887324612e+21 4 521211000000000000000 9852 10 1e+21 2 4.73525e+21 4 1e+21 9851 7 700000000000000000000 2 1e+22 4 700000000000000000000 9850 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 1998001998001998 1.1634631147540983e+21 -2.0000011622093025e+23 1.1140833333333333e+21 1998001998001998 714790779342054200000 -2.0000011622093025e+23 1.0688702185792349e+21 1923076923076923.2 893441256830601100000
8 10064 4 400000000000000000000 2 106000000000000000000 4 500000000000000000000 9920 5 500000000000000000000 2 1.9993475409836067e+22 4 2.384375e+21 9853 5 500000000000000000000 2 9.997625887324612e+21 4 521211000000000000000 9852 12 1.2e+21 2 4.67325e+21 4 1.2e+21 9851 9 900000000000000000000 2 1e+22 4 900000000000000000000 9850 2 1 0 1 1 1 2 1 3 1 4 4 -1 0 1 1 1 2 1 3 1 4 8 -1 0 1 1 1 2 1 3 1 4 0 -1 0 1 1 1 2 1 3 1 4 4 -1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 1 stakeFunds 100000000000000000000 2 0 992063492063492.1 1.0711573043565448e+21 582010582010582 1.0257499999999999e+21 -2.0000005476712332e+23 623124112675387600000 0 1.0865379774258929e+21 582010582010582 810941256830601100000
9 10099 4 400000000000000000000 2 106000000000000000000 5 500000000000000000000 9920 6 600000000000000000000 2 1.999228012805363e+22 4 3.6234375e+21 9853 7 700000000000000000000 2 9.997625887324612e+21 4 721211110000000000000 9852 12 1.2e+21 2 4.6115833333333334e+21 4 1.2e+21 9851 10 1e+21 2 1e+22 4 1e+21 9850 8 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 2 0 0 1 1 1 2 1 3 1 4 4 0 0 1 1 1 2 1 3 1 4 2 0 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 -2.0000003994005994e+23 983500124537657400000 1156737998843262 937416666666666700000 576036866359447 534790779342054200000 213178294573643.4 1.0032598402978205e+21 576036866359447 726470795424822700000
10 10129 4 400000000000000000000 2 106000000000000000000 5 500000000000000000000 9920 8 800000000000000000000 2 1.99910192397397e+22 4 6.386328125e+21 9853 8 800000000000000000000 2 9.997625887324612e+21 4 821211110000000000000 9852 13 1.3e+21 2 4.5449166666666664e+21 4 1.3e+21 9851 11 1.1e+21 2 1e+22 4 1.1e+21 9850 2 0 0 1 1 1 2 1 3 1 4 2 0 0 1 1 1 2 1 3 1 4 6 0 0 1 1 1 2 1 3 1 4 8 0 0 1 1 1 2 1 3 1 4 8 0 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 243664717348927.88 894590394770855700000 243664717348927.88 848185897435897400000 909918107370336.6 445239262249395600000 -2.0000003001501507e+23 917168627944206800000 -2.0000003001501507e+23 641835231229406300000
