Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
31 42077 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9816e+22 4 500000000000000000000 41286 10 1e+21 2 9.893829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.8122666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 1.8346797619047618e+21 0 859680563880563800000 0 707046758796758700000 0 1.0472348235098235e+21 0 1.0592620601620601e+21
32 42102 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9806e+22 4 500000000000000000000 41286 10 1e+21 2 9.888829365079364e+21 4 1e+21 41284 8 750000000000000000000 2 3.7722666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 1.8533464285714286e+21 0 867513897213897200000 0 712380092130092100000 0 1.0545681568431568e+21 0 1.0665953934953935e+21
33 42127 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9802e+22 4 500000000000000000000 41286 10 1e+21 2 9.886329365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.7322666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 1.8745130952380952e+21 0 874847230547230600000 0 717713425463425500000 0 1.0619014901764902e+21 0 1.0739287268287269e+21
34 42152 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9796e+22 4 500000000000000000000 41286 10 1e+21 2 9.883829365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.6922666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 1.893179761904762e+21 0 882180563880563800000 0 723046758796758700000 0 1.0692348235098235e+21 0 1.0857620601620601e+21
35 42177 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9788e+22 4 500000000000000000000 41286 10 1e+21 2 9.881329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.6522666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 0 1.9118464285714285e+21 0 890013897213897200000 0 730880092130092100000 0 1.0765681568431568e+21 0 1.0930953934953935e+21
36 42202 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9784e+22 4 500000000000000000000 41286 10 1e+21 2 9.876329365079364e+21 4 1e+21 41284 8 750000000000000000000 2 3.6122666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 1.9305130952380952e+21 0 899847230547230600000 0 741213425463425500000 0 1.0859014901764902e+21 0 1.1004287268287269e+21
37 42227 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9776e+22 4 500000000000000000000 41286 10 1e+21 2 9.868829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.5722666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 1.9516797619047618e+21 0 907180563880563800000 0 749046758796758700000 0 1.0932348235098235e+21 0 1.1077620601620601e+21
38 42252 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.977e+22 4 500000000000000000000 41286 10 1e+21 2 9.863829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.5322666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 0 1.9703464285714286e+21 0 915013897213897200000 0 754380092130092100000 0 1.1005681568431568e+21 0 1.1150953934953935e+21
39 42277 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9766e+22 4 500000000000000000000 41286 10 1e+21 2 9.861329365079364e+21 4 1e+21 41284 8 750000000000000000000 2 3.4922666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 0 1.9915130952380952e+21 0 922347230547230600000 0 759713425463425500000 0 1.1099014901764902e+21 0 1.1244287268287269e+21
40 42302 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9756e+22 4 500000000000000000000 41286 10 1e+21 2 9.858829365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.4522666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 2.010179761904762e+21 0 927680563880563800000 0 765046758796758700000 0 1.1172348235098235e+21 0 1.1342620601620601e+21
41 42327 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9752e+22 4 500000000000000000000 41286 10 1e+21 2 9.856329365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.4122666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 0 2.0288464285714285e+21 0 937513897213897200000 0 772880092130092100000 0 1.1245681568431568e+21 0 1.1415953934953935e+21
42 42352 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9746e+22 4 500000000000000000000 41286 10 1e+21 2 9.851329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.3722666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 2.0475130952380952e+21 0 947347230547230600000 0 783213425463425500000 0 1.1319014901764902e+21 0 1.1509287268287269e+21
43 42377 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9738e+22 4 500000000000000000000 41286 10 1e+21 2 9.843829365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.3322666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 2.0686797619047618e+21 0 952680563880563800000 0 791046758796758700000 0 1.1392348235098235e+21 0 1.1582620601620601e+21
44 42402 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9734e+22 4 500000000000000000000 41286 10 1e+21 2 9.838829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.2922666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 0 2.0873464285714286e+21 0 962513897213897200000 0 796380092130092100000 0 1.1485681568431568e+21 0 1.1655953934953935e+21
45 42427 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9726e+22 4 500000000000000000000 41286 10 1e+21 2 9.836329365079364e+21 4 1e+21 41284 8 750000000000000000000 2 3.2522666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 2.1085130952380952e+21 0 969847230547230600000 0 801713425463425500000 0 1.1559014901764902e+21 0 1.1729287268287269e+21
46 42452 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.972e+22 4 500000000000000000000 41286 10 1e+21 2 9.833829365079364e+21 4 1e+21 41284 8 750000000000000000000 2 3.2122666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 2.127179761904762e+21 0 975180563880563800000 0 807046758796758700000 0 1.1632348235098235e+21 0 1.1827620601620603e+21
47 42477 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9716e+22 4 500000000000000000000 41286 10 1e+21 2 9.831329365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.1722666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.1458464285714285e+21 0 985013897213897200000 0 814880092130092100000 0 1.1725681568431568e+21 0 1.1920953934953935e+21
48 42502 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9706e+22 4 500000000000000000000 41286 10 1e+21 2 9.826329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.1322666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.1645130952380952e+21 0 992847230547230600000 0 825213425463425500000 0 1.1799014901764902e+21 0 1.1994287268287267e+21
49 42527 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9702e+22 4 500000000000000000000 41286 10 1e+21 2 9.818829365079366e+21 4 1e+21 41284 8 750000000000000000000 2 3.0922666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 0 2.1856797619047618e+21 0 1.0001805638805638e+21 0 833046758796758700000 0 1.1872348235098235e+21 0 1.2067620601620603e+21
50 42552 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9696e+22 4 500000000000000000000 41286 10 1e+21 2 9.813829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.0522666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 0 2.2043464285714286e+21 0 1.0100138972138972e+21 0 838380092130092100000 0 1.194568156843157e+21 0 1.2160953934953935e+21
51 42577 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9688e+22 4 500000000000000000000 41286 10 1e+21 2 9.811329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 3.0122666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 2.2255130952380952e+21 0 1.0153472305472306e+21 0 843713425463425500000 0 1.2019014901764902e+21 0 1.2234287268287267e+21
52 42602 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9684e+22 4 500000000000000000000 41286 10 1e+21 2 9.808829365079364e+21 4 1e+21 41284 8 750000000000000000000 2 2.9722666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 0 2.244179761904762e+21 0 1.0226805638805638e+21 0 849046758796758700000 0 1.2112348235098235e+21 0 1.23326206016206e+21
53 42627 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9676e+22 4 500000000000000000000 41286 10 1e+21 2 9.806329365079366e+21 4 1e+21 41284 8 750000000000000000000 2 2.9322666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 0 2.2628464285714285e+21 0 1.0325138972138972e+21 0 856880092130092100000 0 1.218568156843157e+21 0 1.2405953934953934e+21
54 42652 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.967e+22 4 500000000000000000000 41286 10 1e+21 2 9.801329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.8922666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.2815130952380952e+21 0 1.0403472305472306e+21 0 867213425463425500000 0 1.2259014901764902e+21 0 1.247928726828727e+21
55 42677 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9666e+22 4 500000000000000000000 41286 10 1e+21 2 9.793829365079364e+21 4 1e+21 41284 8 750000000000000000000 2 2.8522666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 0 2.3026797619047618e+21 0 1.0476805638805638e+21 0 875046758796758700000 0 1.2352348235098235e+21 0 1.25726206016206e+21
56 42702 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9656e+22 4 500000000000000000000 41286 10 1e+21 2 9.788829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.8122666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.3213464285714286e+21 0 1.0555138972138972e+21 0 880380092130092100000 0 1.242568156843157e+21 0 1.2645953934953934e+21
57 42727 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9652e+22 4 500000000000000000000 41286 10 1e+21 2 9.786329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.7722666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 2.3425130952380952e+21 0 1.0628472305472306e+21 0 885713425463425500000 0 1.2499014901764902e+21 0 1.271928726828727e+21
58 42752 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9646e+22 4 500000000000000000000 41286 10 1e+21 2 9.783829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.7322666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 2.361179761904762e+21 0 1.0701805638805638e+21 0 891046758796758700000 0 1.2572348235098235e+21 0 1.2837620601620603e+21
59 42777 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9638e+22 4 500000000000000000000 41286 10 1e+21 2 9.781329365079364e+21 4 1e+21 41284 8 750000000000000000000 2 2.6922666666666665e+21 4 750000000000000000000 41283 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.3798464285714285e+21 0 1.0780138972138972e+21 0 898880092130092100000 0 1.264568156843157e+21 0 1.2910953934953935e+21
60 42802 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9634e+22 4 500000000000000000000 41286 10 1e+21 2 9.776329365079366e+21 4 1e+21 41284 8 750000000000000000000 2 2.6522666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 0 2.3985130952380955e+21 0 1.0878472305472306e+21 0 909213425463425500000 0 1.2739014901764902e+21 0 1.2984287268287267e+21
61 42827 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9626e+22 4 500000000000000000000 41286 10 1e+21 2 9.768829365079364e+21 4 1e+21 41284 8 750000000000000000000 2 2.6122666666666665e+21 4 750000000000000000000 41283 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 0 2.419679761904762e+21 0 1.0951805638805638e+21 0 917046758796758700000 0 1.2812348235098235e+21 0 1.3057620601620603e+21
62 42852 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.962e+22 4 500000000000000000000 41286 10 1e+21 2 9.763829365079366e+21 4 1e+21 41284 8 750000000000000000000 2 2.5722666666666665e+21 4 750000000000000000000 41283 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 0 2.4383464285714283e+21 0 1.1030138972138972e+21 0 922380092130092100000 0 1.288568156843157e+21 0 1.3130953934953935e+21
63 42877 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9616e+22 4 500000000000000000000 41286 10 1e+21 2 9.761329365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.5322666666666665e+21 4 750000000000000000000 41283 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 2.459513095238095e+21 0 1.1103472305472306e+21 0 927713425463425500000 0 1.2979014901764902e+21 0 1.3224287268287267e+21
64 42902 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9606e+22 4 500000000000000000000 41286 10 1e+21 2 9.758829365079365e+21 4 1e+21 41284 8 750000000000000000000 2 2.4922666666666665e+21 4 750000000000000000000 41283 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 3 1 0 2.4781797619047617e+21 0 1.1156805638805638e+21 0 933046758796758700000 0 1.3052348235098235e+21 0 1.33226206016206e+21
65 42927 20 2e+21 2 0 6 2e+21 41334 5 500000000000000000000 2 1.9602e+22 4 500000000000000000000 41286 10 1e+21 2 9.756329365079364e+21 4 1e+21 41284 8 750000000000000000000 2 2.4522666666666665e+21 4 750000000000000000000 41283 6 0 0 1 1 1 2 1 3 6 0 0 1 1 1 2 1 3 2 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 4 0 0 1 1 1 2 1 3 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 3 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 2.4968464285714287e+21 0 1.1255138972138972e+21 0 940880092130092100000 0 1.312568156843157e+21 0 1.3395953934953934e+21
