Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
11 37931 18 1.8e+21 2 65013071895424836000 4 1.8e+21 37674 5 500000000000000000000 2 1.9953333333333333e+22 4 500000000000000000000 37672 15 1.5e+21 2 9.309090909090909e+21 4 1.5e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 0 2.6466307189542486e+21 2172195892575039.8 921196078431372600000 85719183953368.77 3.747875816993464e+21 0 1.208706476530006e+21 2172195892575039.8 858042483660130700000
12 37956 19 1.9e+21 2 52790849673202614000 4 1.9e+21 37674 5 500000000000000000000 2 1.9947333333333335e+22 4 500000000000000000000 37672 17 1.7e+21 2 9.242424242424242e+21 4 1.7e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 1 1 0 2.710612143102855e+21 1492334825668159 824353973168214600000 1492334825668159 3.6509284485724116e+21 72886297376093.3 1.1128117396879007e+21 0 861200378396972800000
13 37981 20 2e+21 2 40159270725834195000 4 2e+21 37674 5 500000000000000000000 2 1.994133333333333e+22 4 500000000000000000000 37672 19 1.9e+21 2 9.183600713012478e+21 4 1.9e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 0 1 stakeFunds 100000000000000000000 0 1 stakeFunds 100000000000000000000 0 1 0 2.7131121431028553e+21 0 880985552115583000000 0 3.654428448572411e+21 0 1.169943318635269e+21 0 917831957344341200000
14 38006 20 2e+21 2 29659270725834195000 4 2e+21 37674 5 500000000000000000000 2 1.9933333333333334e+22 4 500000000000000000000 37672 19 1.9e+21 2 9.025705976170372e+21 4 1.9e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 0 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 0 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 0 1 stakeFunds 100000000000000000000 0 1 0 2.717612143102855e+21 0 885985552115583000000 0 3.70956002751978e+21 0 1.2250748975826374e+21 0 922331957344341200000
15 38031 20 2e+21 2 16659270725834193000 4 2e+21 37674 5 500000000000000000000 2 1.992733333333333e+22 4 500000000000000000000 37672 19 1.9e+21 2 8.920442818275636e+21 4 1.9e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 2 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 0 1 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 1 1068999028182701.8 2.6742437220502235e+21 1068999028182701.8 787985552115583000000 0 3.71356002751978e+21 1068999028182701.8 1.1842064765300058e+21 0 924831957344341200000
16 38056 20 2e+21 2 3659270725834193400 2 2e+21 37674 5 500000000000000000000 2 1.9921333333333333e+22 4 500000000000000000000 37672 22 2.2e+21 2 8.815179660380899e+21 4 2.2e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 1 1 0 1 1 1 2 0 3 4 1 0 1 1 1 2 0 3 1 -1 0 1 1 1 2 0 3 1 -1 0 1 1 1 2 0 3 1 -1 0 1 1 1 2 0 3 withdrawStake 0 0 0 stakeFunds 100000000000000000000 2 0 withdrawStake 0 0 0 withdrawStake 0 0 0 withdrawStake 0 0 0 403000000000000200000 3.0772437220502237e+21 688640560929038.8 781553913750508100000 300000000000000000000 4.01356002751978e+21 502000000000000000000 1.6862064765300058e+21 447454545454545500000 1.3722865027988867e+21
17 38081 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9915333333333335e+22 4 500000000000000000000 37672 23 2.3e+21 2 8.678816024017262e+21 4 2.3e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 602673679596756.5 3.0227219829197887e+21 0 825032174620073400000 602673679596756.5 3.959038288389345e+21 0 1.6862064765300058e+21 602673679596756.5 1.315764763668452e+21
18 38101 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.991133333333333e+22 4 500000000000000000000 37672 26 2.6e+21 2 8.504902980539001e+21 4 2.6e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 417211886745936.94 2.9611835213813273e+21 0 865493713081611800000 0 3.959038288389345e+21 0 1.6882064765300058e+21 0 1.3562263021299903e+21
19 38121 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9905333333333333e+22 4 500000000000000000000 37672 27 2.7e+21 2 8.389518365154386e+21 4 2.7e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 0 2.9631835213813273e+21 372553004131951.5 802530750118648900000 372553004131951.5 3.898075325426382e+21 0 1.7252435135670429e+21 372553004131951.5 1.2932633391670273e+21
20 38141 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9901333333333334e+22 4 500000000000000000000 37672 30 3e+21 2 8.241370217006238e+21 4 3e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 271594879202004.88 2.8631835213813273e+21 0 837864083451982200000 271594879202004.88 3.8314086587597157e+21 0 1.7605768469003764e+21 0 1.2952633391670273e+21
21 38161 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.989533333333333e+22 4 500000000000000000000 37672 32 3.2e+21 2 8.141370217006238e+21 4 3.2e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 0 2.8651835213813273e+21 223788743426205.7 737864083451982200000 0 3.8334086587597157e+21 0 1.7605768469003764e+21 223788743426205.7 1.1952633391670273e+21
22 38181 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9891333333333332e+22 4 500000000000000000000 37672 34 3.4e+21 2 8.141370217006238e+21 4 3.4e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 186575075266081.47 2.79459528608721e+21 0 739864083451982200000 0 3.8334086587597157e+21 0 1.7919886116062586e+21 0 1.1972633391670273e+21
23 38201 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9885333333333334e+22 4 500000000000000000000 37672 35 3.5e+21 2 8.082546687594474e+21 4 3.5e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 171035855334763.8 2.7251667146586383e+21 171035855334763.8 697006940594839400000 0 3.8354086587597157e+21 0 1.8205600401776873e+21 0 1.225834767738456e+21
24 38221 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9881333333333335e+22 4 500000000000000000000 37672 37 3.7e+21 2 7.939689544737331e+21 4 3.7e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 1 0 2.7251667146586383e+21 0 726033967621866400000 0 3.8624356857867424e+21 144773035364104.2 1.7225600401776873e+21 0 1.227834767738456e+21
25 38241 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9875333333333332e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.885635490683276e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.7797982936060065e+21 0 778665546569234800000 0 3.8907514752604266e+21 0 1.7225600401776873e+21 0 1.2804663466858245e+21
26 38261 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9871333333333334e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.701424964367487e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 2.8061140830796906e+21 0 806981336042919000000 0 3.8907514752604266e+21 0 1.7245600401776873e+21 0 1.3087821361595086e+21
27 38281 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9865333333333335e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.622477595946435e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 2.8344298725533753e+21 0 859612914990287400000 0 3.9453830542077953e+21 0 1.7508758296513715e+21 0 1.3614137151068771e+21
28 38301 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.986133333333333e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.411951280156961e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 2.8344298725533753e+21 0 887928704463971700000 0 3.9980146331551636e+21 0 1.7791916191250556e+21 0 1.3634137151068771e+21
29 38321 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9855333333333334e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.306688122262224e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.8627456620270594e+21 0 887928704463971700000 0 4.0000146331551636e+21 0 1.80550740859874e+21 0 1.3897295045805613e+21
30 38341 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.9851333333333335e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.227740753841171e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 2.8890614515007436e+21 0 916244493937655800000 0 4.0000146331551636e+21 0 1.80750740859874e+21 0 1.3917295045805613e+21
31 38361 20 400000000000000000000 2 0 6 400000000000000000000 37674 5 500000000000000000000 2 1.984533333333333e+22 4 500000000000000000000 37672 38 3.8e+21 2 7.175109174893803e+21 4 3.8e+21 37673 5 500000000000000000000 2 0 6 500000000000000000000 37699 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 2.943693030448112e+21 0 995191862358708500000 0 4.0020146331551636e+21 0 1.833823198072424e+21 0 1.4180452940542454e+21
