Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 24353 0 0 2 1.5e+21 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 2 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 -19750000000000000000 1.752e+21 -19750000000000000000 1.593e+21 -19750000000000000000 1.279e+21 -5.0245e+21 1.584e+21 -49941666666666670000 1.367e+21
2 24363 0 0 2 1.5e+21 1 0 0 3 300000000000000000000 2 2e+22 1 300000000000000000000 0 0 0 2 1e+22 1 0 0 1 100000000000000000000 2 5e+21 1 100000000000000000000 0 1 100000000000000000000 2 1e+22 1 100000000000000000000 0 2 0 0 0 1 0 2 0 3 0 4 3 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 9 0 0 0 1 0 2 0 3 0 4 7 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 1 0 withdrawStake 0 1 0 stakeFunds 100000000000000000000 3 0 withdrawStake 0 4 0 withdrawStake 0 3 0 -19991071428571427000 1.652e+21 100000000000000000000 1.693e+21 -49970833333333340000 1.179e+21 100000000000000000000 1.684e+21 100000000000000000000 1.467e+21
3 24382 0 0 2 1.5e+21 1 0 0 4 300000000000000000000 2 2e+22 1 300000000000000000000 0 0 0 2 1e+22 1 0 0 2 100000000000000000000 2 5e+21 1 100000000000000000000 0 1 0 2 1e+22 1 0 0 3 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 9 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 withdrawStake 0 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 withdrawStake 0 4 0 stakeFunds 100000000000000000000 2 0 200000000000000000000 1.852e+21 -19996153846153847000 1.593e+21 -5.012249999999999e+21 1.079e+21 0 1.684e+21 146666666666666660 1.367e+21
4 24392 0 0 2 1.5e+21 1 0 0 5 200000000000000000000 2 2e+22 1 959375000000000000000 0 1 100000000000000000000 2 1e+22 1 132000000000000000000 0 2 100000000000000000000 2 5e+21 1 100000000000000000000 0 2 100000000000000000000 2 1e+22 1 100000000000000000000 0 3 0 0 0 1 0 2 0 3 0 4 3 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 withdrawStake 0 1 0 withdrawStake 0 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 0 1.852e+21 100000000000000000000 1.693e+21 -19998015873015874000 979000000000000000000 73333333333333330 1.584e+21 -5.002722222222223e+21 1.267e+21
5 24402 0 0 2 1.5e+21 1 0 0 6 200000000000000000000 2 2e+22 1 200000000000000000000 0 2 200000000000000000000 2 1e+22 1 232000000000000000000 0 2 100000000000000000000 2 5e+21 1 100000000000000000000 0 3 200000000000000000000 2 1e+22 1 200000000000000000000 0 6 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 -49993518518518520000 1.752e+21 -19920000000000000000 1.593e+21 -49993518518518520000 879000000000000000000 -19998847926267280000 1.484e+21 -19998847926267280000 1.167e+21
6 24412 1 100000000000000000000 2 1.5e+21 1 200000000000000000000 0 8 400000000000000000000 2 2e+22 1 2.962890625e+21 0 2 200000000000000000000 2 1e+22 1 232000000000000000000 0 4 300000000000000000000 2 5e+21 1 300000000000000000000 0 3 200000000000000000000 2 1e+22 1 200000000000000000000 0 6 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 3 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 withdrawStake 0 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 -49999102564102560000 1.652e+21 -19960000000000000000 1.493e+21 200000000000000000000 1.079e+21 -5.000875000000001e+21 1.384e+21 -19960000000000000000 1.067e+21
7 24422 3 300000000000000000000 2 1.5e+21 1 400000000000000000000 0 8 200000000000000000000 2 2e+22 1 2.762890625e+21 0 2 200000000000000000000 2 1e+22 1 232000000000000000000 0 5 400000000000000000000 2 5e+21 1 400000000000000000000 0 4 300000000000000000000 2 1e+22 1 300000000000000000000 0 7 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 9 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 withdrawStake 0 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 withdrawStake 0 4 0 stakeFunds 100000000000000000000 3 0 200000000000000000000 1.852e+21 -19999512670565302000 1.393e+21 -19999512670565302000 979000000000000000000 100000000000000000000 1.484e+21 -49999537037037036000 967000000000000000000
8 24432 3 300000000000000000000 2 1.5e+21 1 400000000000000000000 0 10 400000000000000000000 2 2e+22 1 6.8072265625e+21 0 2 200000000000000000000 2 1e+22 1 232000000000000000000 0 6 300000000000000000000 2 5e+21 1 300000000000000000000 0 4 200000000000000000000 2 1e+22 1 200000000000000000000 0 0 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 3 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 7 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 withdrawStake 0 1 0 stakeFunds 100000000000000000000 3 0 withdrawStake 0 3 0 -19997142857142858000 1.752e+21 16296296296296296 1.293e+21 100000000000000000000 1.079e+21 -49999731182795700000 1.384e+21 100000000000000000000 1.067e+21
9 24442 4 400000000000000000000 2 1.5e+21 1 500000000000000000000 0 10 300000000000000000000 2 2e+22 1 6.7072265625e+21 0 3 300000000000000000000 2 1e+22 1 332100000000000000000 0 7 300000000000000000000 2 5e+21 1 300000000000000000000 0 4 200000000000000000000 2 1e+22 1 200000000000000000000 0 0 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 -19998769230769230000 1.652e+21 5238095238095238 1.193e+21 -5.000376923076923e+21 979000000000000000000 -49999830426356590000 1.284e+21 -49999830426356590000 967000000000000000000
10 24452 5 500000000000000000000 2 1.5e+21 1 600000000000000000000 0 10 300000000000000000000 2 2e+22 1 6.7072265625e+21 0 4 400000000000000000000 2 1e+22 1 432110000000000000000 0 9 500000000000000000000 2 5e+21 1 500000000000000000000 0 5 300000000000000000000 2 1e+22 1 300000000000000000000 0 8 0 0 0 1 0 2 0 3 0 4 1 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 7 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 4 0 withdrawStake 0 0 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 withdrawStake 0 3 0 -5.000194444444444e+21 1.552e+21 200000000000000000000 1.393e+21 -19999750249750250000 879000000000000000000 -19999365079365080000 1.184e+21 100000000000000000000 1.067e+21
