Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 81 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 2 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 4 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 125000000000000000 1.752e+21 73333333333333330 1.593e+21 73333333333333330 1.279e+21 73333333333333330 1.584e+21 500000000000000000 1.367e+21
2 91 1 100000000000000000000 2 150000000000000000000 4 100000000000000000000 91 1 100000000000000000000 2 2e+22 4 100000000000000000000 87 3 300000000000000000000 2 1e+22 4 300000000000000000000 88 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 4 1 0 1 1 1 2 0 3 0 4 8 1 0 1 1 1 2 0 3 0 4 6 1 0 1 1 1 2 0 3 0 4 4 1 0 1 1 1 2 0 3 0 4 8 1 0 1 1 1 2 0 3 0 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 2619047619047619 1.652e+21 -2.0003998e+23 1.493e+21 2000000000000000000 1.179e+21 2619047619047619 1.484e+21 -2.0003998e+23 1.267e+21
3 125 1 100000000000000000000 2 150000000000000000000 4 100000000000000000000 91 1 100000000000000000000 2 2e+22 4 100000000000000000000 87 5 500000000000000000000 2 1e+22 4 500000000000000000000 88 1 100000000000000000000 2 5e+21 4 100000000000000000000 114 2 200000000000000000000 2 1e+22 4 200000000000000000000 113 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 1000000000000000000 1.554e+21 250000000000000000 1.393e+21 250000000000000000 1.129e+21 582010582010582 1.384e+21 250000000000000000 1.187e+21
4 160 4 400000000000000000000 2 130000000000000000000 4 500000000000000000000 91 1 100000000000000000000 2 1.9998e+22 4 100000000000000000000 87 6 600000000000000000000 2 1e+22 4 600000000000000000000 88 2 200000000000000000000 2 4.95e+21 4 200000000000000000000 114 2 200000000000000000000 2 1e+22 4 200000000000000000000 113 6 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 222222222222222240 1.459e+21 222222222222222240 1.293e+21 337941628264208.94 1.064e+21 62500000000000000 1.284e+21 7692307692307693 1.093e+21
5 195 5 500000000000000000000 2 124000000000000000000 4 600000000000000000000 91 2 200000000000000000000 2 1.9998e+22 4 200000000000000000000 87 7 700000000000000000000 2 1e+22 4 700000000000000000000 88 4 400000000000000000000 2 4.91e+21 4 400000000000000000000 114 2 200000000000000000000 2 1e+22 4 200000000000000000000 113 2 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 13888888888888888 1.38e+21 213178294573643.4 1.2046666666666668e+21 213178294573643.4 984833333333333400000 3968253968253968 1.184e+21 30769230769230772 1.0013333333333334e+21
6 230 6 600000000000000000000 2 105666666666666670000 4 700000000000000000000 91 3 300000000000000000000 2 1.9997e+22 4 637500000000000000000 87 9 900000000000000000000 2 1e+22 4 900000001000000000000 88 5 500000000000000000000 2 4.8675e+21 4 500000000000000000000 114 2 200000000000000000000 2 1e+22 4 200000000000000000000 113 2 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 4464285714285714.5 1.308313725490196e+21 4464285714285714.5 1.1254920634908289e+21 2304147465437788 902801587300352800000 100456621004566.22 1.0868534080286441e+21 15873015873015872 918476190476190500000
7 265 7 700000000000000000000 2 88523809523809520000 4 800000000000000000000 91 5 500000000000000000000 2 1.9996372549019606e+22 4 2.103125e+21 87 10 1e+21 2 9.996666666670371e+21 4 1.000000001e+21 88 6 600000000000000000000 2 4.8015e+21 4 600000000000000000000 114 2 200000000000000000000 2 1e+22 4 200000000000000000000 113 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 1453488372093023.2 1.2331582029532873e+21 1453488372093023.2 1.0396587301574955e+21 1453488372093023.2 816968253967019400000 1453488372093023.2 989198504610110600000 -2.0000444222222222e+23 843476190476190500000
8 300 11 1.1e+21 2 77273809523809520000 4 1.2e+21 91 5 500000000000000000000 2 1.9995766308306384e+22 4 2.103125e+21 87 10 1e+21 2 9.99466666667237e+21 4 1.000000001e+21 88 6 600000000000000000000 2 4.734833333333334e+21 4 600000000000000000000 114 3 300000000000000000000 2 1e+22 4 300000000000000000000 113 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 73260073260073.27 1.1571631559002907e+21 375375375375375.4 955475966413067600000 9216589861751152 731134920633686000000 9216589861751152 892793601191577100000 992063492063492.1 771809523809523900000
9 335 12 1.2e+21 2 63940476190476190000 4 1.3e+21 91 6 600000000000000000000 2 1.9994182355854675e+22 4 3.3421875e+21 87 11 1.1e+21 2 9.99366666667337e+21 4 1.100000001001e+21 88 8 800000000000000000000 2 4.664833333333333e+21 4 800000000000000000000 114 3 300000000000000000000 2 1e+22 4 300000000000000000000 113 2 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 576036866359447 1.0765232630675508e+21 55055055055055.06 869355610027984800000 -2.0000142785714287e+23 649159396157334400000 3898635477582846.5 800161134546487900000 55055055055055.06 693924908424908400000
10 370 12 1.2e+21 2 46248168498168500000 4 1.3e+21 91 7 700000000000000000000 2 1.9993286610179125e+22 4 5.15078125e+21 87 13 1.3e+21 2 9.992757575765107e+21 4 1.30000000100111e+21 88 9 900000000000000000000 2 4.6035833333333334e+21 4 900000000000000000000 114 4 400000000000000000000 2 1e+22 4 400000000000000000000 113 0 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 289184499710815.5 993292156778959200000 33363663936912.34 784056464735939500000 -2.000006150769231e+23 570099567096912900000 289184499710815.5 716229510614271500000 2739726027397260.5 613807734162125200000
