Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 ActionOfAgent0 WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
65 26570 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
66 26575 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
67 26580 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
68 26585 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
69 26590 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
70 26595 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
71 26600 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
72 26605 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
73 26610 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
74 26615 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
75 26620 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
76 26625 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
77 26630 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
78 26635 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
79 26640 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
80 26645 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
81 26650 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
82 26655 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
83 26660 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
84 26665 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
85 26670 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
86 26675 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
87 26680 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
88 26685 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
89 26690 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
90 26695 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
91 26700 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
92 26705 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
93 26710 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
94 26715 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
95 26720 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
96 26725 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
97 26730 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
98 26735 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
99 26740 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
100 26745 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
101 26750 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
102 26755 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
103 26760 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
104 26765 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
105 26770 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
106 26775 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
107 26780 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
108 26785 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
109 26790 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
110 26795 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
111 26800 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
112 26805 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
113 26810 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
114 26815 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
115 26820 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
116 26825 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
117 26830 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
118 26835 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
119 26840 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
120 26845 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
121 26850 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
122 26855 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
123 26860 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
124 26865 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
125 26870 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
126 26875 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
127 26880 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
128 26885 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
129 26890 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
130 26895 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
131 26900 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
132 26905 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
133 26910 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
134 26915 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
135 26920 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
136 26925 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
137 26930 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
138 26935 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
139 26940 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
140 26945 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
141 26950 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
142 26955 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
143 26960 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
144 26965 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
145 26970 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
146 26975 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
147 26980 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
148 26985 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
149 26990 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
