Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
16 46403 4 400000000000000000000 2 0 6 400000000000000000000 46081 26 2.6e+21 2 1.94897414038079e+22 4 2.6e+21 46079 35 3.5e+21 2 9.542951362363128e+21 4 3.5e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 171035855334763.8 604644092196521900000 355578312567559.8 2.193545078678071e+21 355578312567559.8 1.7551419484181632e+21 171035855334763.8 1.7279408176364698e+21 171035855334763.8 300046285910736040000
17 46423 4 400000000000000000000 2 0 6 400000000000000000000 46081 28 2.8e+21 2 1.944358755765405e+22 4 2.8e+21 46079 38 3.8e+21 2 9.400094219505985e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 0 284699129959458.9 515358377910807560000 284699129959458.9 2.1234322967231838e+21 284699129959458.9 1.6886005950347047e+21 0 1.7685423213958684e+21 284699129959458.9 203617714482164600000
18 46443 4 400000000000000000000 2 0 6 400000000000000000000 46081 32 3.2e+21 2 1.9404301843368337e+22 4 3.2e+21 46079 38 3.8e+21 2 9.321146851084932e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 1 190729042692788.9 424733377910807600000 0 2.162248086196868e+21 190729042692788.9 1.6242913845083887e+21 190729042692788.9 1.7011081108695524e+21 0 265624293429533000000
19 46463 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.935742684336834e+22 4 3.5e+21 46079 38 3.8e+21 2 9.189567903716511e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 485936385429604600000 0 2.194278161384838e+21 0 1.6591786025535015e+21 0 1.712536682298124e+21 0 294797225760360100000
20 46483 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.932028398622548e+22 4 3.5e+21 46079 38 3.8e+21 2 9.057988956348089e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 497364956858176000000 0 2.2348796651442363e+21 0 1.670607173982073e+21 0 1.7182509680124095e+21 0 332541586662615740000
21 46503 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.926599827193977e+22 4 3.5e+21 46079 38 3.8e+21 2 9.005357377400721e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 535109317760431600000 0 2.2405939508585221e+21 0 1.6820357454106444e+21 0 1.732536682298124e+21 0 361714518993442800000
22 46523 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.922028398622548e+22 4 3.5e+21 46079 38 3.8e+21 2 8.952725798453353e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 572853678662687260000 0 2.3075112440916049e+21 0 1.7197801063129001e+21 0 1.764566757486094e+21 0 425774669369382670000
23 46543 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.916599827193977e+22 4 3.5e+21 46079 38 3.8e+21 2 8.768515272137563e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 636913829038627100000 0 2.3395413192795748e+21 0 1.7312086777414715e+21 0 1.8314840507191767e+21 0 454947601700209750000
24 46563 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.9120283986225483e+22 4 3.5e+21 46079 38 3.8e+21 2 8.610620535295458e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 674658189940882800000 0 2.3801428230389734e+21 0 1.7689530386437272e+21 0 1.8898299153808307e+21 0 545323541549833800000
25 46583 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.906599827193977e+22 4 3.5e+21 46079 38 3.8e+21 2 8.400094219505985e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 0 712402550843138400000 0 2.4121728982269433e+21 0 1.806697399545983e+21 0 1.9304314191402293e+21 0 574496473880660900000
26 46603 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.9020283986225484e+22 4 3.5e+21 46079 38 3.8e+21 2 8.268515272137563e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 750146911745394100000 0 2.4527744019863416e+21 0 1.8444417604482383e+21 0 1.9624614943281992e+21 0 612240834782916500000
27 46623 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.8965998271939767e+22 4 3.5e+21 46079 38 3.8e+21 2 8.136936324769142e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 0 787891272647649700000 0 2.4848044771743116e+21 0 1.882186121350494e+21 0 1.9767472086139134e+21 0 641413767113743500000
28 46643 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.892028398622548e+22 4 3.5e+21 46079 38 3.8e+21 2 8.031673166874406e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 825635633549905400000 0 2.499090191460026e+21 0 1.8936146927790656e+21 0 1.9824614943281992e+21 0 679158128015999200000
29 46663 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.8865998271939768e+22 4 3.5e+21 46079 38 3.8e+21 2 7.979041587927036e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 863379994452161000000 0 2.55743605612168e+21 0 1.905043264207637e+21 0 1.9967472086139134e+21 0 734646849820510500000
30 46683 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.8820283986225482e+22 4 3.5e+21 46079 38 3.8e+21 2 7.847462640558615e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 901124355354416600000 0 2.5980375598810787e+21 0 1.9427876251098926e+21 0 2.0550930732755675e+21 0 798707000196450400000
31 46703 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.876599827193977e+22 4 3.5e+21 46079 38 3.8e+21 2 7.663252114242826e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 2 1 0 965184505730356500000 0 2.6037518455953645e+21 0 1.9805319860121483e+21 0 2.1220103665086502e+21 0 854195722000961600000
32 46723 4 400000000000000000000 2 0 6 400000000000000000000 46081 35 3.5e+21 2 1.8720283986225483e+22 4 3.5e+21 46079 38 3.8e+21 2 7.479041587927036e+21 4 3.8e+21 46107 8 800000000000000000000 2 0 6 800000000000000000000 46080 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 4 0 0 1 1 1 2 0 3 2 0 0 1 1 1 2 0 3 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 1 1 stakeFunds 100000000000000000000 2 1 stakeFunds 100000000000000000000 1 1 0 1.002928866632612e+21 0 2.644353349354763e+21 0 2.0182763469144038e+21 0 2.1803562311703045e+21 0 891940082903217200000
