Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 15484 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 8 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 6 0 0 0 1 0 2 0 3 0 4 0 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 -2.0003998e+23 1.752e+21 500000000000000000 1.593e+21 125000000000000000 1.279e+21 2000000000000000000 1.584e+21 500000000000000000 1.367e+21
2 15494 2 200000000000000000000 2 150000000000000000000 4 200000000000000000000 15491 1 100000000000000000000 2 2e+22 4 100000000000000000000 15492 0 0 2 1e+22 1 0 0 1 100000000000000000000 2 5e+21 4 100000000000000000000 15493 1 100000000000000000000 2 1e+22 4 100000000000000000000 15490 0 1 0 1 1 0 2 1 3 1 4 6 1 0 1 1 0 2 1 3 1 4 8 1 0 1 1 0 2 1 3 1 4 8 1 0 1 1 0 2 1 3 1 4 2 1 0 1 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 55555555555555560 1.652e+21 1000000000000000000 1.493e+21 -2.0001999e+23 1.179e+21 -2.0001999e+23 1.514e+21 62500000000000000 1.272e+21
3 15533 3 300000000000000000000 2 145000000000000000000 4 300000000000000000000 15491 2 200000000000000000000 2 2e+22 4 200000000000000000000 15492 0 0 2 1e+22 1 0 0 2 200000000000000000000 2 4.97e+21 4 200000000000000000000 15493 3 300000000000000000000 2 1e+22 4 300000000000000000000 15490 0 1 0 1 1 0 2 1 3 1 4 8 1 0 1 1 0 2 1 3 1 4 4 1 0 1 1 0 2 1 3 1 4 4 1 0 1 1 0 2 1 3 1 4 0 1 0 1 1 0 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 17857142857142858 1.552e+21 -2.0000142785714287e+23 1.4196666666666668e+21 73333333333333330 1.08e+21 73333333333333330 1.454e+21 17857142857142858 1.1786666666666666e+21
4 15563 5 500000000000000000000 2 131666666666666670000 4 500000000000000000000 15491 2 200000000000000000000 2 1.9999e+22 4 200000000000000000000 15492 2 200000000000000000000 2 1e+22 4 200000000000000000000 15561 2 200000000000000000000 2 4.91e+21 4 200000000000000000000 15493 4 400000000000000000000 2 1e+22 4 400000000000000000000 15490 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 222222222222222270 1.456e+21 8148148148148148 1.3516666666666668e+21 222222222222222270 981000000000000000000 13888888888888888 1.389e+21 -2.000006150769231e+23 1.0836666666666666e+21
5 15598 5 500000000000000000000 2 121666666666666670000 4 500000000000000000000 15491 3 300000000000000000000 2 1.9997e+22 4 300000000000000000000 15492 3 300000000000000000000 2 1e+22 4 320120000000000000000 15561 4 400000000000000000000 2 4.845e+21 4 400000000000000000000 15493 5 500000000000000000000 2 1e+22 4 500000000000000000000 15490 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 -2.000003173015873e+23 1.3645e+21 30769230769230796 1.2731666666666666e+21 3968253968253968 889166666666666600000 2619047619047619 1.3065e+21 2619047619047619 992333333333333400000
6 15633 6 600000000000000000000 2 103666666666666670000 4 600000000000000000000 15491 3 300000000000000000000 2 1.9995666666666666e+22 4 300000000000000000000 15492 5 500000000000000000000 2 1e+22 4 520121000000000000000 15561 5 500000000000000000000 2 4.8e+21 4 500000000000000000000 15493 6 600000000000000000000 2 1e+22 4 600000000000000000000 15490 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 15873015873015896 1.2834999999999999e+21 2304147465437788 1.1945e+21 -2.0000018423963136e+23 803166666666666600000 2304147465437788 1.2211666666666666e+21 15873015873015896 898000000000000000000
7 15668 8 800000000000000000000 2 90333333333333330000 4 800000000000000000000 15491 3 300000000000000000000 2 1.9994333333333333e+22 4 300000000000000000000 15492 5 500000000000000000000 2 1e+22 4 520121000000000000000 15561 7 700000000000000000000 2 4.74e+21 4 700000000000000000000 15493 7 700000000000000000000 2 1e+22 4 700000000000000000000 15490 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 5813953488372118 1.1999285714285714e+21 582010582010582 1.117e+21 974658869395711.6 716333333333333400000 5813953488372118 1.1330833333333333e+21 974658869395711.6 809559523809523800000
8 15703 10 1e+21 2 75333333333333330000 4 1e+21 15491 3 300000000000000000000 2 1.9992333333333333e+22 4 300000000000000000000 15492 6 600000000000000000000 2 1e+22 4 620121100000000000000 15561 9 900000000000000000000 2 4.6814285714285716e+21 4 900000000000000000000 15493 7 700000000000000000000 2 1e+22 4 700000000000000000000 15490 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 499500499500499.5 1.1205952380952381e+21 -2.0000011622093025e+23 1.0355555555555555e+21 4464285714285714.5 628390366028685500000 -2.0000011622093025e+23 1.04858481047313e+21 2739726027397285.5 723003968253968300000
9 15738 11 1.1e+21 2 60333333333333340000 4 1.1e+21 15491 4 400000000000000000000 2 1.9990333333333334e+22 4 400000000000000000000 15492 6 600000000000000000000 2 9.996774823498185e+21 4 620121100000000000000 15561 10 1e+21 2 4.6214285714285716e+21 4 1e+21 15493 9 900000000000000000000 2 1e+22 4 900000000000000000000 15490 8 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 -2.0000005476712332e+23 1.0443225108225108e+21 -2.0000005476712332e+23 955128960198909600000 337941628264208.94 539526729665049200000 1998001998002023 964902992291311800000 -2.0000005476712332e+23 640958513708513800000
10 15773 11 1.1e+21 2 43060606060606060000 4 1.1e+21 15491 4 400000000000000000000 2 1.9988833333333335e+22 4 400000000000000000000 15492 7 700000000000000000000 2 9.994837782491195e+21 4 720121100000000000000 15561 11 1.1e+21 2 4.5534285714285716e+21 4 1.1e+21 15493 12 1.2e+21 2 1e+22 4 1.2e+21 15490 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 213178294573643.4 967958874458874400000 213178294573643.4 870583505653455000000 -2.0000002312319263e+23 449617638755958260000 213178294573643.4 884473465797908000000 1501501501501526.5 558710819283481300000
