Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 StakeCount1 TotalStakeQspWei1 totalStakers1 DepositQspWei1 PoolState1 PoolSizeQspWei1 MinStakeStartBlock1 StakeCount2 TotalStakeQspWei2 totalStakers2 DepositQspWei2 PoolState2 PoolSizeQspWei2 MinStakeStartBlock2 StakeCount3 TotalStakeQspWei3 totalStakers3 DepositQspWei3 PoolState3 PoolSizeQspWei3 MinStakeStartBlock3 StakeCount4 TotalStakeQspWei4 totalStakers4 DepositQspWei4 PoolState4 PoolSizeQspWei4 MinStakeStartBlock4 ActionOfAgent0 WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
1 14986 0 0 2 150000000000000000000 1 0 0 0 0 2 2e+22 1 0 0 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 0 0 2 1e+22 1 0 0 8 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 2 0 0 0 1 0 2 0 3 0 4 8 0 0 0 1 0 2 0 3 0 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 -2.0003998e+23 1.752e+21 125000000000000000 1.593e+21 -2.0003998e+23 1.279e+21 125000000000000000 1.584e+21 -2.0003998e+23 1.367e+21
2 14996 0 0 2 150000000000000000000 1 0 0 2 200000000000000000000 2 2e+22 4 200000000000000000000 14993 0 0 2 1e+22 1 0 0 0 0 2 5e+21 1 0 0 3 300000000000000000000 2 1e+22 4 300000000000000000000 14992 2 0 0 1 1 0 2 0 3 1 4 0 0 0 1 1 0 2 0 3 1 4 4 0 0 1 1 0 2 0 3 1 4 6 0 0 1 1 0 2 0 3 1 4 0 0 0 1 1 0 2 0 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 13888888888888888 1.652e+21 500000000000000000 1.493e+21 73333333333333330 1.179e+21 2000000000000000000 1.484e+21 500000000000000000 1.267e+21
3 15025 2 200000000000000000000 2 150000000000000000000 4 200000000000000000000 15013 3 300000000000000000000 2 2e+22 4 300000000000000000000 14993 1 100000000000000000000 2 1e+22 4 100000000000000000000 15014 1 100000000000000000000 2 5e+21 4 100000000000000000000 15015 3 300000000000000000000 2 1e+22 4 300000000000000000000 14992 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 1000000000000000000 1.552e+21 -2.0000142785714287e+23 1.3936666666666668e+21 55555555555555560 1.079e+21 36666666666666664 1.4446666666666668e+21 55555555555555560 1.172e+21
4 15060 4 400000000000000000000 2 145000000000000000000 4 400000000000000000000 15013 3 300000000000000000000 2 1.9998666666666667e+22 4 300000000000000000000 14993 2 200000000000000000000 2 1e+22 4 200000000000000000000 15014 2 200000000000000000000 2 4.94e+21 4 200000000000000000000 15015 4 400000000000000000000 2 1e+22 4 400000000000000000000 14992 8 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 -2.000006150769231e+23 1.4576666666666668e+21 -2.000006150769231e+23 1.2986666666666668e+21 222222222222222240 979000000000000000000 -2.000006150769231e+23 1.3803333333333332e+21 4464285714285714.5 1.0795e+21
5 15095 4 400000000000000000000 2 132500000000000000000 4 400000000000000000000 15013 4 400000000000000000000 2 1.9997333333333334e+22 4 1.9975e+21 14993 2 200000000000000000000 2 1e+22 4 200000000000000000000 15014 3 300000000000000000000 2 4.9e+21 4 300000000000000000000 15015 7 700000000000000000000 2 1e+22 4 700000000000000000000 14992 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 3 0 7692307692307693 1.3811001251564455e+21 71428571428571430 1.2037667918231123e+21 1923076923076923.2 894000000000000000000 71428571428571430 1.3037667918231123e+21 71428571428571430 989500000000000000000
6 15130 5 500000000000000000000 2 112500000000000000000 4 500000000000000000000 15013 5 500000000000000000000 2 1.9997032957864e+22 4 2.0975e+21 14993 2 200000000000000000000 2 1e+22 4 200000000000000000000 15014 6 600000000000000000000 2 4.843333333333334e+21 4 600000000000000000000 15015 7 700000000000000000000 2 1e+22 4 700000000000000000000 14992 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 2 0 3968253968253968 1.2928621434321707e+21 9216589861751152 1.1111954767655039e+21 3968253968253968 809666666666666600000 9216589861751152 1.2221001251564455e+21 8148148148148148 903451926897099700000
7 15165 7 700000000000000000000 2 100500000000000000000 4 700000000000000000000 15013 5 500000000000000000000 2 1.9995223661082113e+22 4 2.0975e+21 14993 3 300000000000000000000 2 1e+22 4 320120000000000000000 15014 8 800000000000000000000 2 4.79e+21 4 800000000000000000000 15015 7 700000000000000000000 2 1e+22 4 700000000000000000000 14992 4 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 4 0 2619047619047619 1.2044692862893134e+21 1453488372093023.2 1.0239693998031338e+21 -2.0000011622093025e+23 724492989697156300000 -2.0000011622093025e+23 1.1446954767655039e+21 -2.0000011622093025e+23 819534806175151800000
8 15200 8 800000000000000000000 2 87642857142857140000 4 800000000000000000000 15013 5 500000000000000000000 2 1.9993319012691173e+22 4 2.0975e+21 14993 4 400000000000000000000 2 9.996876171435712e+21 4 420130000000000000000 15014 8 800000000000000000000 2 4.730000000000001e+21 4 800000000000000000000 15015 10 1e+21 2 1e+22 4 1e+21 14992 8 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 -2.0000003994005994e+23 1.1170646378983719e+21 992063492063492.1 944064751412192200000 992063492063492.1 637088341306214700000 -2.0000003994005994e+23 1.0734210440221e+21 974658869395711.6 734903399738918200000
9 15235 9 900000000000000000000 2 72642857142857150000 4 900000000000000000000 15013 7 700000000000000000000 2 1.9991319012691174e+22 4 3.4365625e+21 14993 4 400000000000000000000 2 9.994495955788175e+21 4 420130000000000000000 15014 8 800000000000000000000 2 4.66e+21 4 800000000000000000000 15015 12 1.2e+21 2 1e+22 4 1.2e+21 14992 8 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 6 1 0 1 1 1 2 1 3 1 4 0 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 3 0 stakeFunds 100000000000000000000 0 0 stakeFunds 100000000000000000000 4 0 -2.0000002312319263e+23 1.0292061689219843e+21 684931506849315.1 866067393546915800000 3898635477582846.5 550340983440938300000 684931506849315.1 999729241712379200000 -2.0000002312319263e+23 650196861086962700000
10 15270 11 1.1e+21 2 54865079365079370000 4 1.1e+21 15013 7 700000000000000000000 2 1.9990098316137568e+22 4 3.4365625e+21 14993 4 400000000000000000000 2 9.994495955788175e+21 4 420130000000000000000 15014 9 900000000000000000000 2 4.59e+21 4 900000000000000000000 15015 14 1.4e+21 2 1e+22 4 1.4e+21 14992 2 1 0 1 1 1 2 1 3 1 4 8 1 0 1 1 1 2 1 3 1 4 2 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 4 1 0 1 1 1 2 1 3 1 4 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 4 0 stakeFunds 100000000000000000000 1 0 stakeFunds 100000000000000000000 2 0 stakeFunds 100000000000000000000 2 0 363372093023255.75 940678508026404900000 -2.0000001456466304e+23 786038616185229400000 363372093023255.75 465146655878692300000 1128205128205128.2 924029863645082600000 1128205128205128.2 562598908293592900000
